,RMS,accuracy,error_L1,error_L2,precision,recall,squared_error
32,0.02740466096059083,0.23529411764705882,0.7926425415443769,0.40373321118873756,0.1875,1.0,0.16300050581676978
33,0.028808707033985886,0.35294117647058826,0.9356184032674355,0.5521396837921276,0.15384615384615385,1.0,0.3048582304180707
34,0.024342439815376676,0.5294117647058824,0.6894595445518386,0.3143935924433306,0.3333333333333333,1.0,0.09884333096942306
35,0.01722997794161069,0.5294117647058824,1.0223942725840145,0.4687186281929758,0.3333333333333333,1.0,0.21969715241510507
36,0.02194854192861197,0.17647058823529413,1.1014858716590639,0.6018445234731594,0.06666666666666667,1.0,0.3622168304346343
37,0.011834878957034558,0.29411764705882354,0.6629871587148396,0.2536776852831634,0.2,1.0,0.06435236801062372
38,0.024614181540236164,0.35294117647058826,0.6648519339452844,0.255305332910579,0.21428571428571427,1.0,0.06518081301258156
39,0.016670136436255048,0.35294117647058826,0.9271181153524966,0.4119281511535615,0.21428571428571427,1.0,0.1696848017127914
40,0.01750150427638821,0.4117647058823529,0.7294482111468897,0.3494372578555029,0.23076923076923078,1.0,0.12210639717757323
41,0.025646999618449347,0.4117647058823529,0.7482779680960163,0.36444934927757017,0.23076923076923078,1.0,0.13282332818884435
42,0.012269561578274003,0.35294117647058826,0.6562055594950356,0.27967108940655644,0.21428571428571427,1.0,0.0782159182498501
43,0.02159420153247057,0.4117647058823529,0.7039562964371787,0.3411930025935432,0.23076923076923078,1.0,0.11641266501879756
44,0.01429269101738562,0.29411764705882354,0.7117944199529035,0.30295254888012674,0.2,1.0,0.09178024687296558
45,0.023553406405089142,0.47058823529411764,0.9599259208225537,0.37482706614645434,0.35714285714285715,1.0,0.14049532951595844
46,0.040828254813014137,0.29411764705882354,1.5119934250565519,0.5540268840368401,0.21428571428571427,0.75,0.3069457882355703
47,0.015197848890580562,0.4117647058823529,0.7841192467410145,0.26557460115402604,0.2857142857142857,1.0,0.07052986877812
48,0.02352619677105303,0.47058823529411764,0.8587071232070513,0.36107990348488234,0.3076923076923077,1.0,0.13037869670065194
49,0.019008520109011433,0.47058823529411764,1.582903571247099,0.6282756017976958,0.3076923076923077,1.0,0.39473023181425687
50,0.03723727891465067,0.47058823529411764,0.8676534860079425,0.35810546615034017,0.2727272727272727,0.75,0.12823952488675242
51,0.016515438719067337,0.5294117647058824,0.6132277694230079,0.2408412597307648,0.3333333333333333,1.0,0.05800451238870171
52,0.02797146413315746,0.29411764705882354,1.5168479948610278,0.5778489556426978,0.2,1.0,0.3339094155373565
53,0.01903594786364202,0.35294117647058826,1.08653141949761,0.4799002275498354,0.23076923076923078,0.75,0.23030422840238382
54,0.02466266166745974,0.29411764705882354,1.2589197093441553,0.50788434854908,0.15384615384615385,0.6666666666666666,0.2579465115011234
55,0.015692053473817406,0.5294117647058824,0.9661084515429178,0.36628519337048066,0.3,0.75,0.1341648428824504
56,0.021101264798006242,0.4117647058823529,1.3142935707488577,0.4513306584679671,0.25,0.75,0.20369936327312876
57,0.04590590905681964,0.5882352941176471,0.8008457556761684,0.40226683443507627,0.14285714285714285,0.5,0.16181860608641707
58,0.02216145687676594,0.4117647058823529,1.3976583593587937,0.5509486436169811,0.23076923076923078,1.0,0.3035444079033913
59,0.07244753037481387,0.7058823529411765,0.73414535554723,0.3541841891062451,0.4,0.5,0.1254464398128484
60,0.03986812145268254,0.5294117647058824,1.3547617476369929,0.5731425027663333,0.3333333333333333,1.0,0.3284923284772564
61,0.019018801290148164,0.8823529411764706,1.7427750296538933,1.240059813327456,0.0,0.0,1.5377483406297252
62,0.08522891786848408,0.47058823529411764,1.4033017993864665,0.748112445706984,0.1111111111111111,0.5,0.5596722314216851
63,0.04213116197515021,0.47058823529411764,0.7934874955744969,0.3131898660823111,0.25,1.0,0.09808789221665595
64,0.032866584505896926,0.35294117647058826,1.0619401445311187,0.5184663339046872,0.21428571428571427,1.0,0.26880733939256657
65,0.025870874863066454,0.47058823529411764,1.2830935321208812,0.46197806499119715,0.3076923076923077,1.0,0.21342373253301075
66,0.09135064687227677,0.7058823529411765,1.4863044870314925,0.8652362026410106,0.16666666666666666,1.0,0.748633686360636
67,0.0164981533201602,0.35294117647058826,1.140974103442397,0.42513897378044274,0.23076923076923078,0.75,0.180743147027088
68,0.02706553387920294,0.5882352941176471,0.9451915469128606,0.408657277274518,0.36363636363636365,1.0,0.1670007702694223
